X Ref,Name,Receipt Text,Ranking,Loyality Required,Start Date,End Date,Active,Qualifiers,,,,,
,,,,,,,,Retail Item Group,Minimum Identifier,Minimum Value,Discount Type,Discount Value,Reduces Tax
1163725,RJR MP TO5 PK 2019 17- 21,RJR MP PK 2019 17- 21,29,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,21,Price Discount,22.85,y
1163726,RJR MP TO5 PK 2019 17- 22,RJR MP PK 2019 17- 22,28,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,22,Price Discount,24.2,y
1163727,RJR MP TO5 PK 2019 17- 23,RJR MP PK 2019 17- 23,27,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,23,Price Discount,25.05,y
1163728,RJR MP TO5 PK 2019 17- 24,RJR MP PK 2019 17- 24,26,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,24,Price Discount,26.4,y
1163729,RJR MP TO5 PK 2019 17- 25,RJR MP PK 2019 17- 25,25,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,25,Price Discount,27.25,y
1163730,RJR MP TO5 PK 2019 17- 26,RJR MP PK 2019 17- 26,24,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,26,Price Discount,28.6,y
1163732,RJR MP TO5 PK 2019 17- 27,RJR MP PK 2019 17- 27,23,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,27,Price Discount,29.45,y
1163733,RJR MP TO5 PK 2019 17- 28,RJR MP PK 2019 17- 28,22,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,28,Price Discount,30.8,y
1163735,RJR MP TO5 PK 2019 17- 29,RJR MP PK 2019 17- 29,21,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,29,Price Discount,31.65,y
1163706,RJR MP TO5 PK 2019 17- 3,RJR MP PK 2019 17- 3,47,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,3,Price Discount,3.05,y
1163736,RJR MP TO5 PK 2019 17- 30,RJR MP PK 2019 17- 30,20,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,30,Price Discount,33,y
1163737,RJR MP TO5 PK 2019 17- 31,RJR MP PK 2019 17- 31,19,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,31,Price Discount,33.85,y
1163738,RJR MP TO5 PK 2019 17- 32,RJR MP PK 2019 17- 32,18,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,32,Price Discount,35.2,y
1163739,RJR MP TO5 PK 2019 17- 33,RJR MP PK 2019 17- 33,17,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,33,Price Discount,36.05,y
1163740,RJR MP TO5 PK 2019 17- 34,RJR MP PK 2019 17- 34,16,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,34,Price Discount,37.4,y
1163741,RJR MP TO5 PK 2019 17- 35,RJR MP PK 2019 17- 35,15,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,35,Price Discount,38.25,y
1163742,RJR MP TO5 PK 2019 17- 36,RJR MP PK 2019 17- 36,14,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,36,Price Discount,39.6,y
1163743,RJR MP TO5 PK 2019 17- 37,RJR MP PK 2019 17- 37,13,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,37,Price Discount,40.45,y
1163744,RJR MP TO5 PK 2019 17- 38,RJR MP PK 2019 17- 38,12,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,38,Price Discount,41.8,y
1163745,RJR MP TO5 PK 2019 17- 39,RJR MP PK 2019 17- 39,11,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,39,Price Discount,42.65,y
1163707,RJR MP TO5 PK 2019 17- 4,RJR MP PK 2019 17- 4,46,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,4,Price Discount,4.4,y
1163746,RJR MP TO5 PK 2019 17- 40,RJR MP PK 2019 17- 40,10,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,40,Price Discount,44,y
1163747,RJR MP TO5 PK 2019 17- 41,RJR MP PK 2019 17- 41,9,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,41,Price Discount,44.85,y
1163748,RJR MP TO5 PK 2019 17- 42,RJR MP PK 2019 17- 42,8,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,42,Price Discount,46.2,y
1163749,RJR MP TO5 PK 2019 17- 43,RJR MP PK 2019 17- 43,7,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,43,Price Discount,47.05,y
1163750,RJR MP TO5 PK 2019 17- 44,RJR MP PK 2019 17- 44,6,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,44,Price Discount,48.4,y
1163751,RJR MP TO5 PK 2019 17- 45,RJR MP PK 2019 17- 45,5,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,45,Price Discount,49.25,y
1163752,RJR MP TO5 PK 2019 17- 46,RJR MP PK 2019 17- 46,4,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,46,Price Discount,50.6,y
1163753,RJR MP TO5 PK 2019 17- 47,RJR MP PK 2019 17- 47,3,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,47,Price Discount,51.45,y
1163754,RJR MP TO5 PK 2019 17- 48,RJR MP PK 2019 17- 48,2,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,48,Price Discount,52.8,y
1163755,RJR MP TO5 PK 2019 17- 49,RJR MP PK 2019 17- 49,1,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,49,Price Discount,53.65,y
1163709,RJR MP TO5 PK 2019 17- 5,RJR MP PK 2019 17- 5,45,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,5,Price Discount,5.25,y
1163756,RJR MP TO5 PK 2019 17- 50,RJR MP PK 2019 17- 50,0,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,50,Price Discount,55,y
1163710,RJR MP TO5 PK 2019 17- 6,RJR MP PK 2019 17- 6,44,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,6,Price Discount,6.6,y
1163711,RJR MP TO5 PK 2019 17- 7,RJR MP PK 2019 17- 7,43,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,7,Price Discount,7.45,y
1163712,RJR MP TO5 PK 2019 17- 8,RJR MP PK 2019 17- 8,42,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,8,Price Discount,8.8,y
1163713,RJR MP TO5 PK 2019 17- 9,RJR MP PK 2019 17- 9,41,n,2019-08-16,2019-09-22,y,RAI FGI 2PK,Quantity,9,Price Discount,9.65,y
1163896,T06-Logic Pro D& R 2019 $5.99,Logic Pro D& R 2019 $5.99,0,n,2019-09-03,2020-01-01,y,601 Logic Pro Device,Quantity,1,Set Retail,5.99,y
1163896,T06-Logic Pro D& R 2019 $5.99,,,,,,,601 Logic Pro E-Liquid Capsules (refills),Quantity,1,Set Retail,0,y
1163693,TO5 2PK ALL X MRL SW $.50 TX,2PK ALL X MRL SW $.50 TX,100,n,2019-08-07,,y,501 All Cigs Less Marlboro Full Rev,Quantity,2,Price Discount,0.5,y
1163785,TO5- PM FGI TX MCLN-10,PM FGI TX MCLN-10,12,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,10,Price Discount,5,y
1163788,TO5- PM FGI TX MCLN-11,PM FGI TX MCLN-11,11,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,11,Price Discount,5.25,y
1163790,TO5- PM FGI TX MCLN-12,PM FGI TX MCLN-12,10,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,12,Price Discount,6,y
1163791,TO5- PM FGI TX MCLN-13,PM FGI TX MCLN-13,9,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,13,Price Discount,6.25,y
1163794,TO5- PM FGI TX MCLN-14,PM FGI TX MCLN-14,8,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,14,Price Discount,7,y
1163795,TO5- PM FGI TX MCLN-15,PM FGI TX MCLN-15,7,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,15,Price Discount,7.25,y
1163797,TO5- PM FGI TX MCLN-16,PM FGI TX MCLN-16,6,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,16,Price Discount,8,y
1163799,TO5- PM FGI TX MCLN-17,PM FGI TX MCLN-17,5,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,17,Price Discount,8.25,y
1163800,TO5- PM FGI TX MCLN-18,PM FGI TX MCLN-18,4,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,18,Price Discount,9,y
1163801,TO5- PM FGI TX MCLN-19,PM FGI TX MCLN-19,3,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,19,Price Discount,9.25,y
1163772,TO5- PM FGI TX MCLN-2,PM FGI TX MCLN-2,20,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,2,Price Discount,1,y
1163803,TO5- PM FGI TX MCLN-20,PM FGI TX MCLN-20,2,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,20,Price Discount,10,y
1163773,TO5- PM FGI TX MCLN-3,PM FGI TX MCLN-3,19,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,3,Price Discount,1.25,y
1163774,TO5- PM FGI TX MCLN-4,PM FGI TX MCLN-4,18,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,4,Price Discount,2,y
1163777,TO5- PM FGI TX MCLN-5,PM FGI TX MCLN-5,17,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,5,Price Discount,2.25,y
1163779,TO5- PM FGI TX MCLN-6,PM FGI TX MCLN-6,16,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,6,Price Discount,3,y
1163781,TO5- PM FGI TX MCLN-7,PM FGI TX MCLN-7,15,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,7,Price Discount,3.25,y
1163782,TO5- PM FGI TX MCLN-8,PM FGI TX MCLN-8,14,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,8,Price Discount,4,y
1163784,TO5- PM FGI TX MCLN-9,PM FGI TX MCLN-9,13,n,2019-08-16,,y,501 Pall Mall FGI,Quantity,9,Price Discount,4.25,y
1163691,TO5-2019 MRL 2 PK LOY 19-10,2019 MRL 2 PK LOY 19-10,12,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,10,Price Discount,7.5,y
1163692,TO5-2019 MRL 2 PK LOY 19-11,2019 MRL 2 PK LOY 19-11,11,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,11,Price Discount,7.5,y
1163694,TO5-2019 MRL 2 PK LOY 19-12,2019 MRL 2 PK LOY 19-12,10,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,12,Price Discount,8.8,y
1163695,TO5-2019 MRL 2 PK LOY 19-13,2019 MRL 2 PK LOY 19-13,9,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,13,Price Discount,8.8,y
1163696,TO5-2019 MRL 2 PK LOY 19-14,2019 MRL 2 PK LOY 19-14,8,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,14,Price Discount,10.1,y
1163697,TO5-2019 MRL 2 PK LOY 19-15,2019 MRL 2 PK LOY 19-15,7,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,15,Price Discount,10.1,y
1163699,TO5-2019 MRL 2 PK LOY 19-16,2019 MRL 2 PK LOY 19-16,6,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,16,Price Discount,11.4,y
1163700,TO5-2019 MRL 2 PK LOY 19-17,2019 MRL 2 PK LOY 19-17,5,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,17,Price Discount,11.4,y
1163701,TO5-2019 MRL 2 PK LOY 19-18,2019 MRL 2 PK LOY 19-18,4,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,18,Price Discount,12.7,y
1163702,TO5-2019 MRL 2 PK LOY 19-19,2019 MRL 2 PK LOY 19-19,3,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,19,Price Discount,12.7,y
1163682,TO5-2019 MRL 2 PK LOY 19-2,2019 MRL 2 PK LOY 19-2,20,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,2,Price Discount,2.3,y
1163703,TO5-2019 MRL 2 PK LOY 19-20,2019 MRL 2 PK LOY 19-20,2,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,20,Price Discount,14,y
1163683,TO5-2019 MRL 2 PK LOY 19-3,2019 MRL 2 PK LOY 19-3,19,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,3,Price Discount,2.3,y
1163684,TO5-2019 MRL 2 PK LOY 19-4,2019 MRL 2 PK LOY 19-4,18,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,4,Price Discount,3.6,y
1163685,TO5-2019 MRL 2 PK LOY 19-5,2019 MRL 2 PK LOY 19-5,17,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,5,Price Discount,3.6,y
1163686,TO5-2019 MRL 2 PK LOY 19-6,2019 MRL 2 PK LOY 19-6,16,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,6,Price Discount,4.9,y
1163687,TO5-2019 MRL 2 PK LOY 19-7,2019 MRL 2 PK LOY 19-7,15,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,7,Price Discount,4.9,y
1163688,TO5-2019 MRL 2 PK LOY 19-8,2019 MRL 2 PK LOY 19-8,14,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,8,Price Discount,6.2,y
1163689,TO5-2019 MRL 2 PK LOY 19-9,2019 MRL 2 PK LOY 19-9,13,y,2019-08-16,2019-10-05,y,501 MRL INSTANT LOYALTY 2019,Quantity,9,Price Discount,6.2,y
1163612,TO6 - B&M Jazz $0.99 Off - 1,B&M Jazz $0.99 Off - 1,9,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $1.99,Quantity,1,Price Discount,0.99,y
1163621,TO6 - B&M Jazz $0.99 Off - 10,B&M Jazz $0.99 Off - 10,0,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $1.99,Quantity,10,Price Discount,0.99,y
1163510,TO6 - B&M Jazz $0.99 Off - 2,B&M Jazz $0.99 Off - 2,8,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $1.99,Quantity,2,Price Discount,0.99,y
1163613,TO6 - B&M Jazz $0.99 Off - 3,B&M Jazz $0.99 Off - 3,7,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $1.99,Quantity,3,Price Discount,0.99,y
1163614,TO6 - B&M Jazz $0.99 Off - 4,B&M Jazz $0.99 Off - 4,6,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $1.99,Quantity,4,Price Discount,0.99,y
1163615,TO6 - B&M Jazz $0.99 Off - 5,B&M Jazz $0.99 Off - 5,5,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $1.99,Quantity,5,Price Discount,0.99,y
1163616,TO6 - B&M Jazz $0.99 Off - 6,B&M Jazz $0.99 Off - 6,4,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $1.99,Quantity,6,Price Discount,0.99,y
1163618,TO6 - B&M Jazz $0.99 Off - 7,B&M Jazz $0.99 Off - 7,3,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $1.99,Quantity,7,Price Discount,0.99,y
1163619,TO6 - B&M Jazz $0.99 Off - 8,B&M Jazz $0.99 Off - 8,2,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $1.99,Quantity,8,Price Discount,0.99,y
1163620,TO6 - B&M Jazz $0.99 Off - 9,B&M Jazz $0.99 Off - 9,1,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $1.99,Quantity,9,Price Discount,0.99,y
1163499,TO6 - B&M Jazz $1.49 Off - 1,B&M Jazz FT $1.49 Off - 1,9,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $2.49,Quantity,1,Price Discount,1.49,y
1163611,TO6 - B&M Jazz $1.49 Off - 10,B&M Jazz $1.49 Off - 10,0,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $2.49,Quantity,10,Price Discount,1.49,y
1163603,TO6 - B&M Jazz $1.49 Off - 2,B&M Jazz $1.49 Off - 2,8,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $2.49,Quantity,2,Price Discount,1.49,y
1163604,TO6 - B&M Jazz $1.49 Off - 3,TO6 - B&M Jazz $1.49 Off - 3,7,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $2.49,Quantity,3,Price Discount,1.49,y
1163605,TO6 - B&M Jazz $1.49 Off - 4,TO6 - B&M Jazz $1.49 Off - 4,6,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $2.49,Quantity,4,Price Discount,1.49,y
1163606,TO6 - B&M Jazz $1.49 Off - 5,B&M Jazz $1.49 Off - 5,5,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $2.49,Quantity,5,Price Discount,1.49,y
1163607,TO6 - B&M Jazz $1.49 Off - 6,B&M Jazz $1.49 Off - 6,4,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $2.49,Quantity,6,Price Discount,1.49,y
1163608,TO6 - B&M Jazz $1.49 Off - 7,B&M Jazz $1.49 Off - 7,3,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $2.49,Quantity,7,Price Discount,1.49,y
1163609,TO6 - B&M Jazz $1.49 Off - 8,B&M Jazz $1.49 Off - 8,2,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $2.49,Quantity,8,Price Discount,1.49,y
1163610,TO6 - B&M Jazz $1.49 Off - 9,B&M Jazz $1.49 Off - 9,1,y,2019-08-01,2019-09-30,y,Black & Mild Jazz FT $2.49,Quantity,9,Price Discount,1.49,y
1163223,TO6 - MY BLU DEVICE $1-1,MY BLU DEVICE-1,4,n,2019-08-01,2020-01-01,y,601 MY BLU DRY KIT,Quantity,1,Set Retail,1,y
1163224,TO6 - MY BLU DEVICE $1-2,MY BLU DEVICE-2,3,n,2019-08-01,2020-01-01,y,601 MY BLU DRY KIT,Quantity,2,Set Retail,2,y
1163225,TO6 - MY BLU DEVICE $1-3,MY BLU DEVICE-3,2,n,2019-08-01,2020-01-01,y,601 MY BLU DRY KIT,Quantity,3,Set Retail,21.99,y
1163226,TO6 - MY BLU DEVICE $1-4,MY BLU DEVICE-4,1,n,2019-08-01,2020-01-01,y,601 MY BLU DRY KIT,Quantity,4,Set Retail,41.98,y
1163227,TO6 - MY BLU DEVICE $1-5,MY BLU DEVICE-5,0,n,2019-08-01,2020-01-01,y,601 MY BLU DRY KIT,Quantity,5,Set Retail,61.97,y
1163626,TO6 - NJOY Device $24 Off,NJOY Device $24 Off,0,n,2019-08-01,2019-09-30,y,601 NJOY ACE DEVICE,Quantity,1,Price Discount,24,y
1163320,TO6 - RIPTIDE $14 Off,Riptide Device $14 Off,0,n,2019-07-18,2019-09-30,y,601 Riptide Device,Quantity,1,Price Discount,14,y
1163911,TO6 - SWISHER SWEET $.20 OFF,SWISHER SWEET $.20 OFF,0,n,2019-09-23,2020-01-31,y,601 Swisher Sweet 4ct,Quantity,1,Price Discount,0.2,y
1163910,TO6 - SWISHER SWEET $.30 OFF,SWISHER SWEET $.30 OFF,0,n,2019-09-23,2020-01-31,y,601 Swisher Sweet 4ct,Quantity,1,Price Discount,0.3,y
1163907,TO6 - SWISHER SWEET $.36 OFF,SWISHER SWEET $.36 OFF,0,n,2019-09-23,2020-01-31,y,601 Swisher Sweet 4ct,Quantity,1,Price Discount,0.36,y
1164058,TO6 COPEN WG ML PK $OFF - 1,COPEN WG ML PK $OFF - 1,9,y,2019-10-01,2019-12-01,y,601 COPEN WG PACK MAINLINE,Quantity,1,Price Discount,1.6,y
1164086,TO6 COPEN WG ML PK $OFF - 10,COPEN WG ML PK $OFF - 10,0,y,2019-10-01,2019-12-01,y,601 COPEN WG PACK MAINLINE,Quantity,10,Price Discount,6,y
1164060,TO6 COPEN WG ML PK $OFF - 2,COPEN WG ML PK $OFF - 2,8,y,2019-10-01,2019-12-01,y,601 COPEN WG PACK MAINLINE,Quantity,2,Price Discount,1.6,y
1164071,TO6 COPEN WG ML PK $OFF - 3,COPEN WG ML PK $OFF - 3,7,y,2019-10-01,2019-12-01,y,601 COPEN WG PACK MAINLINE,Quantity,3,Price Discount,2.2,y
1164072,TO6 COPEN WG ML PK $OFF - 4,COPEN WG ML PK $OFF - 4,6,y,2019-10-01,2019-12-01,y,601 COPEN WG PACK MAINLINE,Quantity,4,Price Discount,2.2,y
1164074,TO6 COPEN WG ML PK $OFF - 5,COPEN WG ML PK $OFF - 5,5,y,2019-10-01,2019-12-01,y,601 COPEN WG PACK MAINLINE,Quantity,5,Price Discount,3.8,y
1164078,TO6 COPEN WG ML PK $OFF - 6,COPEN WG ML PK $OFF - 6,4,y,2019-10-01,2019-12-01,y,601 COPEN WG PACK MAINLINE,Quantity,6,Price Discount,3.8,y
1164080,TO6 COPEN WG ML PK $OFF - 7,COPEN WG ML PK $OFF - 7,3,y,2019-10-01,2019-12-01,y,601 COPEN WG PACK MAINLINE,Quantity,7,Price Discount,4.4,y
1164081,TO6 COPEN WG ML PK $OFF - 8,COPEN WG ML PK $OFF - 8,2,y,2019-10-01,2019-12-01,y,601 COPEN WG PACK MAINLINE,Quantity,8,Price Discount,4.4,y
1164084,TO6 COPEN WG ML PK $OFF - 9,COPEN WG ML PK $OFF - 9,1,y,2019-10-01,2019-12-01,y,601 COPEN WG PACK MAINLINE,Quantity,9,Price Discount,5,y
1164090,TO6 COPEN WG PACK $OFF - 1,COPEN WG PACK $OFF - 1,9,y,2019-10-01,2019-12-01,y,601 COPEN WINTERGREEN PACK,Quantity,1,Price Discount,3,y
1164104,TO6 COPEN WG PACK $OFF - 10,COPEN WG PACK $OFF - 10,0,y,2019-10-01,2019-12-01,y,601 COPEN WINTERGREEN PACK,Quantity,10,Price Discount,13,y
1164093,TO6 COPEN WG PACK $OFF - 2,COPEN WG PACK $OFF - 2,8,y,2019-10-01,2019-12-01,y,601 COPEN WINTERGREEN PACK,Quantity,2,Price Discount,3,y
1164095,TO6 COPEN WG PACK $OFF - 3,COPEN WG PACK $OFF - 3,7,y,2019-10-01,2019-12-01,y,601 COPEN WINTERGREEN PACK,Quantity,3,Price Discount,5,y
1164096,TO6 COPEN WG PACK $OFF - 4,COPEN WG PACK $OFF - 4,6,y,2019-10-01,2019-12-01,y,601 COPEN WINTERGREEN PACK,Quantity,4,Price Discount,5,y
1164098,TO6 COPEN WG PACK $OFF - 5,COPEN WG PACK $OFF - 5,5,y,2019-10-01,2019-12-01,y,601 COPEN WINTERGREEN PACK,Quantity,5,Price Discount,8,y
1164099,TO6 COPEN WG PACK $OFF - 6,COPEN WG PACK $OFF - 6,4,y,2019-10-01,2019-12-01,y,601 COPEN WINTERGREEN PACK,Quantity,6,Price Discount,8,y
1164101,TO6 COPEN WG PACK $OFF - 7,COPEN WG PACK $OFF - 7,3,y,2019-10-01,2019-12-01,y,601 COPEN WINTERGREEN PACK,Quantity,7,Price Discount,10,y
1164102,TO6 COPEN WG PACK $OFF - 8,COPEN WG PACK $OFF - 8,2,y,2019-10-01,2019-12-01,y,601 COPEN WINTERGREEN PACK,Quantity,8,Price Discount,10,y
1164103,TO6 COPEN WG PACK $OFF - 9,COPEN WG PACK $OFF - 9,1,y,2019-10-01,2019-12-01,y,601 COPEN WINTERGREEN PACK,Quantity,9,Price Discount,12,y
1163617,TO6 -SMOKEY MOUNT B2Save $1.5,Smokey Mount B2Save $1.5,0,n,2019-08-01,2019-09-30,y,SMOKEY MOUNTAIN,Quantity,2,Price Discount,1.5,y
1164300,TO6- SWISHER SWEET B2S$1 3PKS,SWISHER SWEET B2S$1 3PKS,0,n,2019-09-03,2019-10-30,y,601 SWISHER SWEET 3F2,Quantity,2,Price Discount,1,y
1164301,TO6- SWISHER SWEET B2S$2 5PKS,SWISHER SWEET B2S$2 5PKS,0,n,2019-09-03,2019-10-30,y,SWISHER SWEET 5F3,Quantity,2,Price Discount,2,y
1164306,TO6- VELO 5PK $2.50 OFF,VELO 5PK $2.50 OFF,0,y,2019-09-03,2020-01-01,y,601 VELO CITRUS & MINT 5PK,Quantity,1,Price Discount,2.5,y
1164307,TO6- VELO 5PK $4.50 OFF,VELO 5PK $4.50 OFF,0,y,2019-09-03,2020-01-01,y,601 VELO CITRUS & MINT 5PK,Quantity,1,Price Discount,4.5,y
1164302,TO6- VELO SINGLE $.50 OFF,VELO SINGLE $.50 OFF,0,y,2019-09-03,2020-01-01,y,601 VELO CITRUS & MINT SINGLE,Quantity,1,Price Discount,0.5,y
1164304,TO6- VELO SINGLE $.90 OFF,VELO SINGLE $.90 OFF,0,y,2019-09-03,2020-01-01,y,601 VELO CITRUS & MINT SINGLE,Quantity,1,Price Discount,0.9,y
1163641,TO6-BEF COPN 12 Q2 19 CN-10,BEF COPN 12 Q2 19 CN-10,35,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,10,Price Discount,10,y
1163643,TO6-BEF COPN 12 Q2 19 CN-11,BEF COPN 12 Q2 19 CN-11,34,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,11,Price Discount,10,y
1163645,TO6-BEF COPN 12 Q2 19 CN-12,BEF COPN 12 Q2 19 CN-12,33,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,12,Price Discount,12,y
1163646,TO6-BEF COPN 12 Q2 19 CN-13,BEF COPN 12 Q2 19 CN-13,32,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,13,Price Discount,12,y
1163648,TO6-BEF COPN 12 Q2 19 CN-14,BEF COPN 12 Q2 19 CN-14,31,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,14,Price Discount,14,y
1163649,TO6-BEF COPN 12 Q2 19 CN-15,BEF COPN 12 Q2 19 CN-15,30,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,15,Price Discount,14,y
1163651,TO6-BEF COPN 12 Q2 19 CN-16,BEF COPN 12 Q2 19 CN-16,29,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,16,Price Discount,16,y
1163653,TO6-BEF COPN 12 Q2 19 CN-17,BEF COPN 12 Q2 19 CN-17,28,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,17,Price Discount,16,y
1163655,TO6-BEF COPN 12 Q2 19 CN-18,BEF COPN 12 Q2 19 CN-18,27,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,18,Price Discount,18,y
1163656,TO6-BEF COPN 12 Q2 19 CN-19,BEF COPN 12 Q2 19 CN-19,26,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,19,Price Discount,18,y
1163627,TO6-BEF COPN 12 Q2 19 CN-2,BEF COPN 12 Q2 19 CN-2,43,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,2,Price Discount,2,y
