X Ref,Name,Receipt Text,Ranking,Loyality Required,Start Date,End Date,Active,Qualifiers,,,,,
,,,,,,,,Retail Item Group,Minimum Identifier,Minimum Value,Discount Type,Discount Value,Reduces Tax
1163623,GC6 ON PRTN ALMNDS 2F$4 EDLP,ON PRTN ALMNDS 2F$4 EDLP,50,n,2019-08-06,,y,consum-ON PRTN ALMNDS EDLP,Quantity,2,Set Retail,4,y
1163232,GC6 ORBIT 2F2.22 0819,ORBIT 2F2.22 ,10,n,2019-08-01,2019-09-02,y,consum-ORBIT 2F2.22 0819,Quantity,2,Set Retail,2.22,y
1163827,GC6 PA LITITZ RECORD,GC6 PA LITITZ RECORD,5,n,2019-08-09,2019-09-08,y,nonconsum-LITITZ RECORD,Quantity,1,Set Retail,0.5,y
1163240,GC6 PAC 5 HOUR EX 2F6.75 0819,5-HOUR EXTRA STRENGTH 2F6.75,10,n,2019-08-01,2019-09-30,y,consum-5 HOUR EXTRA STRENGTH,Quantity,2,Set Retail,6.75,y
1164264,GC6- PBAR & COFF MFN COMBO,PBAR & BF COMBO,227,n,2019-09-03,2019-09-30,y,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,1,Set Retail,0.99,y
1164264,GC6- PBAR & COFF MFN COMBO,,,,,,,fd srv- COFFEE ALL SS,Quantity,1,Set Retail,0.7,y
1164264,GC6- PBAR & COFF MFN COMBO,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164263,GC6- PBAR & COFF~ 2.50 1S1C,PBAR & BF COMBO 27C,154,n,2019-09-03,2019-09-30,y,fdmfn- 2F$2.50,Quantity,2,Set Retail,2.5,y
1164263,GC6- PBAR & COFF~ 2.50 1S1C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,1,Set Retail,0.99,y
1164263,GC6- PBAR & COFF~ 2.50 1S1C,,,,,,,fd srv- COFFEE ALL SS,Quantity,1,Set Retail,0.7,y
1164263,GC6- PBAR & COFF~ 2.50 1S1C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164256,GC6- PBAR & COFF~ 2.50 2S1C,PBAR & BF COMBO 27B,147,n,2019-09-03,2019-09-30,y,fdmfn- 2F$2.50,Quantity,2,Set Retail,2.5,y
1164256,GC6- PBAR & COFF~ 2.50 2S1C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164256,GC6- PBAR & COFF~ 2.50 2S1C,,,,,,,fd srv- COFFEE ALL SS,Quantity,1,Set Retail,0.7,y
1164256,GC6- PBAR & COFF~ 2.50 2S1C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164249,GC6- PBAR & COFF~ 2.50 2S2C,PBAR & BF COMBO 27A,140,n,2019-09-03,2019-09-30,y,fdmfn- 2F$2.50,Quantity,2,Set Retail,2.5,y
1164249,GC6- PBAR & COFF~ 2.50 2S2C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164249,GC6- PBAR & COFF~ 2.50 2S2C,,,,,,,fd srv- COFFEE ALL SS,Quantity,2,Set Retail,1.4,y
1164249,GC6- PBAR & COFF~ 2.50 2S2C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164262,GC6- PBAR & COFF~ 3.50 1S1C,PBAR & BF COMBO 26C,153,n,2019-09-03,2019-09-30,y,fdmfn-Breakfast 2F$3.50,Quantity,2,Set Retail,3.5,y
1164262,GC6- PBAR & COFF~ 3.50 1S1C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,1,Set Retail,0.99,y
1164262,GC6- PBAR & COFF~ 3.50 1S1C,,,,,,,fd srv- COFFEE ALL SS,Quantity,1,Set Retail,0.7,y
1164262,GC6- PBAR & COFF~ 3.50 1S1C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164255,GC6- PBAR & COFF~ 3.50 2S1C,PBAR & BF COMBO 26B,146,n,2019-09-03,2019-09-30,y,fdmfn-Breakfast 2F$3.50,Quantity,2,Set Retail,3.5,y
1164255,GC6- PBAR & COFF~ 3.50 2S1C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164255,GC6- PBAR & COFF~ 3.50 2S1C,,,,,,,fd srv- COFFEE ALL SS,Quantity,1,Set Retail,0.7,y
1164255,GC6- PBAR & COFF~ 3.50 2S1C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164248,GC6- PBAR & COFF~ 3.50 2S2C,PBAR & BF COMBO 26A,139,n,2019-09-03,2019-09-30,y,fdmfn-Breakfast 2F$3.50,Quantity,2,Set Retail,3.5,y
1164248,GC6- PBAR & COFF~ 3.50 2S2C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164248,GC6- PBAR & COFF~ 3.50 2S2C,,,,,,,fd srv- COFFEE ALL SS,Quantity,2,Set Retail,1.4,y
1164248,GC6- PBAR & COFF~ 3.50 2S2C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164261,GC6- PBAR & COFF~ 4.00 1S1C,PBAR & BF COMBO 25C,152,n,2019-09-03,2019-09-30,y,fd srv- MFN BRKFST WRAPS,Quantity,2,Set Retail,4,y
1164261,GC6- PBAR & COFF~ 4.00 1S1C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,1,Set Retail,0.99,y
1164261,GC6- PBAR & COFF~ 4.00 1S1C,,,,,,,fd srv- COFFEE ALL SS,Quantity,1,Set Retail,0.7,y
1164261,GC6- PBAR & COFF~ 4.00 1S1C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164254,GC6- PBAR & COFF~ 4.00 2S1C,PBAR & BF COMBO 25B,145,n,2019-09-03,2019-09-30,y,fd srv- MFN BRKFST WRAPS,Quantity,2,Set Retail,4,y
1164254,GC6- PBAR & COFF~ 4.00 2S1C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164254,GC6- PBAR & COFF~ 4.00 2S1C,,,,,,,fd srv- COFFEE ALL SS,Quantity,1,Set Retail,0.7,y
1164254,GC6- PBAR & COFF~ 4.00 2S1C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164247,GC6- PBAR & COFF~ 4.00 2S2C,PBAR & BF COMBO 25A,138,n,2019-09-03,2019-09-30,y,fd srv- MFN BRKFST WRAPS,Quantity,2,Set Retail,4,y
1164247,GC6- PBAR & COFF~ 4.00 2S2C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164247,GC6- PBAR & COFF~ 4.00 2S2C,,,,,,,fd srv- COFFEE ALL SS,Quantity,2,Set Retail,1.4,y
1164247,GC6- PBAR & COFF~ 4.00 2S2C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164260,GC6- PBAR & COFF~ 5.00 1S1C,PBAR & BF COMBO 23C,151,n,2019-09-03,2019-09-30,y,fdmfn-Breakfast 2F$5,Quantity,2,Set Retail,5,y
1164260,GC6- PBAR & COFF~ 5.00 1S1C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,1,Set Retail,0.99,y
1164260,GC6- PBAR & COFF~ 5.00 1S1C,,,,,,,fd srv- COFFEE ALL SS,Quantity,1,Set Retail,0.7,y
1164260,GC6- PBAR & COFF~ 5.00 1S1C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164253,GC6- PBAR & COFF~ 5.00 2S1C,PBAR & BF COMBO 23B,144,n,2019-09-03,2019-09-30,y,fdmfn-Breakfast 2F$5,Quantity,2,Set Retail,5,y
1164253,GC6- PBAR & COFF~ 5.00 2S1C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164253,GC6- PBAR & COFF~ 5.00 2S1C,,,,,,,fd srv- COFFEE ALL SS,Quantity,1,Set Retail,0.7,y
1164253,GC6- PBAR & COFF~ 5.00 2S1C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164246,GC6- PBAR & COFF~ 5.00 2S2C,PBAR & COFF~ 5.00 2S2C,137,n,2019-09-03,2019-09-30,y,fdmfn-Breakfast 2F$5,Quantity,2,Set Retail,5,y
1164246,GC6- PBAR & COFF~ 5.00 2S2C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164246,GC6- PBAR & COFF~ 5.00 2S2C,,,,,,,fd srv- COFFEE ALL SS,Quantity,2,Set Retail,1.4,y
1164246,GC6- PBAR & COFF~ 5.00 2S2C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164259,GC6- PBAR & COFF~ 6.00 1S1C,PBAR & BF COMBO 22C,150,n,2019-09-03,2019-09-30,y,fdmfn- Breakfast 2F$6.00,Quantity,2,Set Retail,6,y
1164259,GC6- PBAR & COFF~ 6.00 1S1C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,1,Set Retail,0.99,y
1164259,GC6- PBAR & COFF~ 6.00 1S1C,,,,,,,fd srv- COFFEE ALL SS,Quantity,1,Set Retail,0.7,y
1164259,GC6- PBAR & COFF~ 6.00 1S1C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164252,GC6- PBAR & COFF~ 6.00 2S1C,PBAR & BF COMBO 22B,143,n,2019-09-03,2019-09-30,y,fdmfn- Breakfast 2F$6.00,Quantity,2,Set Retail,6,y
1164252,GC6- PBAR & COFF~ 6.00 2S1C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164252,GC6- PBAR & COFF~ 6.00 2S1C,,,,,,,fd srv- COFFEE ALL SS,Quantity,1,Set Retail,0.7,y
1164252,GC6- PBAR & COFF~ 6.00 2S1C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164245,GC6- PBAR & COFF~ 6.00 2S2C,PBAR & BF COMBO 22A,136,n,2019-09-03,2019-09-30,y,fdmfn- Breakfast 2F$6.00,Quantity,2,Set Retail,6,y
1164245,GC6- PBAR & COFF~ 6.00 2S2C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164245,GC6- PBAR & COFF~ 6.00 2S2C,,,,,,,fd srv- COFFEE ALL SS,Quantity,2,Set Retail,1.4,y
1164245,GC6- PBAR & COFF~ 6.00 2S2C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164258,GC6- PBAR & COFF~ 6.50 1S1C,PBAR & BF COMBO 21C,149,n,2019-09-03,2019-09-30,y,fdmfn- BRKFST 2F$6.50,Quantity,2,Set Retail,6.5,y
1164258,GC6- PBAR & COFF~ 6.50 1S1C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,1,Set Retail,0.99,y
1164258,GC6- PBAR & COFF~ 6.50 1S1C,,,,,,,fd srv- COFFEE ALL SS,Quantity,1,Set Retail,0.7,y
1164258,GC6- PBAR & COFF~ 6.50 1S1C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164251,GC6- PBAR & COFF~ 6.50 2S1C,PBAR & BF COMBO 21B,142,n,2019-09-03,2019-09-30,y,fdmfn- BRKFST 2F$6.50,Quantity,2,Set Retail,6.5,y
1164251,GC6- PBAR & COFF~ 6.50 2S1C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164251,GC6- PBAR & COFF~ 6.50 2S1C,,,,,,,fd srv- COFFEE ALL SS,Quantity,1,Set Retail,0.7,y
1164251,GC6- PBAR & COFF~ 6.50 2S1C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164244,GC6- PBAR & COFF~ 6.50 2S2C,PBAR & BF COMBO 21A,135,n,2019-09-03,2019-09-30,y,fdmfn- BRKFST 2F$6.50,Quantity,2,Set Retail,6.5,y
1164244,GC6- PBAR & COFF~ 6.50 2S2C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164244,GC6- PBAR & COFF~ 6.50 2S2C,,,,,,,fd srv- COFFEE ALL SS,Quantity,2,Set Retail,1.4,y
1164244,GC6- PBAR & COFF~ 6.50 2S2C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Set Retail,0.5,y
1164257,GC6- PBAR & COFF~ 7.00 1S1C,PBAR & BF COMBO 24C,148,n,2019-09-03,2019-09-30,y,fdmfn- BRKFST 2F$7.00,Quantity,2,Set Retail,7,y
1164257,GC6- PBAR & COFF~ 7.00 1S1C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,1,Set Retail,0.99,y
1164257,GC6- PBAR & COFF~ 7.00 1S1C,,,,,,,fd srv- COFFEE ALL SS,Quantity,1,Set Retail,0.7,y
1164257,GC6- PBAR & COFF~ 7.00 1S1C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164250,GC6- PBAR & COFF~ 7.00 2S1C,PBAR & BF COMBO 24B,141,n,2019-09-03,2019-09-30,y,fdmfn- BRKFST 2F$7.00,Quantity,2,Set Retail,7,y
1164250,GC6- PBAR & COFF~ 7.00 2S1C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164250,GC6- PBAR & COFF~ 7.00 2S1C,,,,,,,fd srv- COFFEE ALL SS,Quantity,1,Set Retail,0.7,y
1164250,GC6- PBAR & COFF~ 7.00 2S1C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164243,GC6- PBAR & COFF~ 7.00 2S2C,PBAR & BF COMBO 24A,134,n,2019-09-03,2019-09-30,y,fdmfn- BRKFST 2F$7.00,Quantity,2,Set Retail,7,y
1164243,GC6- PBAR & COFF~ 7.00 2S2C,,,,,,,fdmfn- SMALL SPEEDY SPUDS PLAIN,Quantity,2,Set Retail,1.98,y
1164243,GC6- PBAR & COFF~ 7.00 2S2C,,,,,,,fd srv- COFFEE ALL SS,Quantity,2,Set Retail,1.4,y
1164243,GC6- PBAR & COFF~ 7.00 2S2C,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1163889,GC6- PBAR & COFFEE $1 CNAOP,PBAR & COFFEE $1 CNAOP,4,n,2019-09-03,2019-09-30,y,fd srv- LATTE/MOCHA ANY SIZE 1016,Quantity,1,Set Retail,1,y
1163889,GC6- PBAR & COFFEE $1 CNAOP,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1163887,GC6- PBAR & COFFEE .69 DNAOP,PBAR & COFFEE .69 DNAOP,4,n,2019-09-03,2019-09-30,y,fd srv- DD COFFE/CINO,Quantity,1,Set Retail,0.69,y
1163887,GC6- PBAR & COFFEE .69 DNAOP,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1163888,GC6- PBAR & COFFEE .69 NAOP,PBAR & COFFEE .69 NAOP,4,n,2019-09-03,2019-09-30,y,fd srv- NAOP HOT BEV .59,Quantity,1,Set Retail,0.69,y
1163888,GC6- PBAR & COFFEE .69 NAOP,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1163890,GC6- PBAR & COFFEE .79 NAOP,PBAR & COFFEE .79 NAOP,4,n,2019-09-03,2019-09-30,y,fd srv- NAOP HOT BEV .59,Quantity,1,Set Retail,0.79,y
1163890,GC6- PBAR & COFFEE .79 NAOP,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1163891,GC6- PBAR & COFFEE .99 CNAOP,PBAR & COFFEE .99 CNAOP,4,n,2019-09-03,2019-09-30,y,fd srv- LATTE/MOCHA ANY SIZE 1016,Quantity,1,Set Retail,0.99,y
1163891,GC6- PBAR & COFFEE .99 CNAOP,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1163892,GC6- PBAR & COFFEE .99 DNAOP,PBAR & COFFEE .99 DNAOP,4,n,2019-09-03,2019-09-30,y,fd srv- DD COFFE/CINO,Quantity,1,Set Retail,0.99,y
1163892,GC6- PBAR & COFFEE .99 DNAOP,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164265,GC6- PBAR & COFFEE ALL,PBAR & COFFEE ALL,230,n,2019-09-03,2019-09-30,y,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164270,GC6- PBAR & DD 10Z COFFEE & D,PBAR & DD 10Z COFFEE & DON,49,n,2019-09-29,2019-09-29,y,fd srv- DD Co-op Coffee 10z,Quantity,1,Set Retail,1.2,y
1164270,GC6- PBAR & DD 10Z COFFEE & D,,,,,,,fd srv- DD DONUT,Quantity,1,Set Retail,0.79,y
1164270,GC6- PBAR & DD 10Z COFFEE & D,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164268,GC6- PBAR & DD 14 COFF BOGO,PBAR & DD 14 COFF BOGO,7,n,2019-09-29,2019-09-29,y,fd srv- DD CO-OP 14~10z COFFEE,Quantity,1,Set Retail,0,y
1164268,GC6- PBAR & DD 14 COFF BOGO,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164267,GC6- PBAR & DD 20 COFF BOGO,PBAR & DD 20 COFF BOGO,6,n,2019-09-29,2019-09-29,y,fd srv- DD CO-OP 20~14~10z COFFEE,Quantity,1,Set Retail,0,y
1164267,GC6- PBAR & DD 20 COFF BOGO,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164266,GC6- PBAR & DD 24 COFF BOGO,PBAR & DD 24 COFF BOGO,5,n,2019-09-29,2019-09-29,y,fd srv- DD CO-OP COFFEE ALL SIZES,Quantity,1,Set Retail,0,y
1164266,GC6- PBAR & DD 24 COFF BOGO,,,,,,,consum-POWERBAR PRO+ 0919,Quantity,1,Price Discount,0.5,y
1164201,GC6 PENZOIL 6.99 + 5.99,SELECT ITEMS SAVE $2,18,n,2019-09-03,2019-09-30,y,consum-PENNZOIL 5.99,Quantity,1,Set Retail,3.99,y
1164199,GC6 PENZOIL 7.49 + 5.99,SELECT ITEMS SAVE $2,16,n,2019-09-03,2019-09-30,y,consum-PENNZOIL 5.99,Quantity,1,Set Retail,3.99,y
1164198,GC6 PENZOIL 7.49 + 6.99,SELECT ITEMS SAVE $2,15,n,2019-09-03,2019-09-30,y,consum-PENNZOIL 6.99,Quantity,1,Set Retail,4.99,y
1164196,GC6 PENZOIL 8.99 + 5.99,SELECT ITEMS SAVE $2,13,n,2019-09-03,2019-09-30,y,consum-PENNZOIL 5.99,Quantity,1,Set Retail,3.99,y
1164195,GC6 PENZOIL 8.99 + 6.99,SELECT ITEMS SAVE $2,12,n,2019-09-03,2019-09-30,y,consum-PENNZOIL 6.99,Quantity,1,Set Retail,4.99,y
1164194,GC6 PENZOIL 8.99 + 7.49,SELECT ITEMS SAVE $2,11,n,2019-09-03,2019-09-30,y,consum-PENNZOIL 7.49,Quantity,1,Set Retail,5.49,y
1163881,GC6 PERRYS 2F5 0919,SELECT PERRYS 2F5 0919,10,n,2019-09-03,2019-09-30,y,consum-PERRYS PINTS 0919,Quantity,2,Set Retail,5,y
1163228,GC6 PLANTER CASHEW 2F2 0819,PLANTER CASHEW 2F2 ,10,n,2019-08-01,2019-09-02,y,consum-PLANTER2F20819,Quantity,2,Set Retail,2,y
1164356,GC6- PLNTRS 2Z EDLP 2F$3.50,PLNTRS 2Z EDLP 2F$3.50,50,n,2019-09-05,,y,consum- PLANTERS 2Z EDLP 2F$3.50,Quantity,2,Set Retail,3.5,y
1164358,GC6- PLNTRS PNUT 2.5 EDLP 2F2,PLNTRS PNUT 2.5 EDLP 2F2,50,n,2019-09-05,,y,consum- PLANTERS PNUT 2.5Z EDLP 2F$2,Quantity,2,Set Retail,2,y
1163877,GC6 POPCIFIER 2F2 0919,POPCIFIER 2F2 0919,10,n,2019-09-03,2019-09-30,y,consum-POPCIFIER ,Quantity,2,Set Retail,2,y
1164289,GC6 PRINGLE LRG CAN+B2GO RANC,PRINGLE LRG CAN+B2GO RANC,0,n,2019-09-03,2019-09-30,y,consum- PRINGLES LARGE CAN,Quantity,2,Set Retail,4,y
1164289,GC6 PRINGLE LRG CAN+B2GO RANC,,,,,,,consum- PRINGLES RANCH,Quantity,1,Set Retail,0,y
1163879,GC6 PRINGLES LRG CAN 2F4 0919,PRINGLES LRG CAN 2F4 0919,10,n,2019-09-03,2019-09-30,y,consum- PRINGLES LARGE CAN,Quantity,2,Set Retail,4,y
1163248,GC6 RIGHTEOUS FELN $1OFF 0819,RIGHTEOUS FELON 2Z SAVE $1,10,n,2019-08-01,2019-09-02,y,consum- RIGHTEOUS FELON BEEF JERKY 2z,Quantity,1,Set Retail,5.99,y
1163831,GC6 SATHERS PP 2F$1.50,SATHERS 2F$1.50,50,n,2019-08-12,,y,GC6 SATHERS PP 2/$1.50,Quantity,2,Set Retail,1.5,y
1163243,GC6 SJ MONSTER 2F4.50 0819,SLIM JIM MONSTER 2F4.50,10,n,2019-08-01,2019-09-02,y,consum-SJ MONSTER 2F4.50 0819,Quantity,2,Set Retail,4.5,y
1163875,GC6 SJIM BIG BOSS 2F5 0919,SJIM BIG BOSS 2F5 0919,10,n,2019-09-03,2019-09-30,y,consum-SLIM JIM BOSS 3F7 0819,Quantity,2,Set Retail,5,y
1163234,GC6 SLIM JIM BOSS 3F7 0819,SLIM JIM BIG BOSS 3F7,10,n,2019-08-01,2019-09-02,y,consum-SLIM JIM BOSS 3F7 0819,Quantity,3,Set Retail,7,y
1163866,GC6 SLIM JIM MONST 3F6 0919,SELECT ITEMS 3F6,10,n,2019-09-03,2019-09-30,y,consum-SLIM JIM MONSTER 0919,Quantity,3,Set Retail,6,y
1163231,GC6 SLIMJIM GIANT 3F3.33 0819,SLIM JIM GIANT 3F3.33,10,n,2019-08-01,2019-09-02,y,consum-SLIM JIM GIANT 3F3.33 0819,Quantity,3,Set Retail,3.33,y
1163252,GC6 SNICKER/TWIX IC 2F2.50 ,SNICKER/TWIX ICE CREAM 2F2.50,10,n,2019-08-01,2019-09-02,y,consum- SNICKER/TWIX ICE CREAM,Quantity,2,Set Retail,2.5,y
1163861,GC6 SOUR PATCH 2F4 0919,SELECT ITEMS 2 FOR $4,10,n,2019-09-03,2019-09-30,y,consum-SOUR PATCH BAG 0919,Quantity,2,Set Retail,4,y
1163246,GC6 SP PREM CASHEW $1OFF 0819,SC PREMIUM CASHEW 4Z SAVE $1,10,n,2019-08-01,2019-09-02,y,consum-SC PRE CASHEW 4Z 0819,Quantity,1,Set Retail,3.99,y
1164357,GC6- SPDY CHCE 3Z EDLP 2F1.75,SPDY CHCE 3Z EDLP 2F1.75,50,n,2019-09-05,,y,consum- SPEEDY CHOICE 3Z EDLP 2F$1.75,Quantity,2,Set Retail,1.75,y
1164359,GC6- SPDY CHCE NUTS EDLP 2F$2,SPDY CHCE NUTS EDLP 2F$2,50,n,2019-09-05,,y,consum- SPEEDY CHOICE NUTS EDLP 2F2,Quantity,2,Set Retail,2,y
1163867,GC6 STARBURST MINIS 2F5 0919,STARBURST MINI 2F5,10,n,2019-09-03,2019-09-30,y,consum-STARBURST BSKT1 0919,Quantity,2,Set Retail,5,y
1163667,GC6 SW/NE KS CAND SP 2F3.33,KS CANDY SP 2F3.33,10,n,2019-08-01,2019-09-02,y,consum-KING CANDY 1.99 EDLP,Quantity,2,Set Retail,3.33,y
1164212,GC6 TASTYKAKE 0919 TO 1031,TASTYKAKE 2F2.50,45,n,2019-09-01,2019-10-31,y,consum-TASTYCAKE 2F2.50 0919,Quantity,2,Set Retail,2.5,y
1163251,GC6 THATS IT 2F3 0819,THATS IT BAR 2F3,10,n,2019-08-01,2019-09-02,y,consum-THATS IT,Quantity,2,Set Retail,3,y
1163595,GC6 THEATRE BOX EDLP 2F3.33, THEATRE BOX 2F3.33,10,n,2019-07-30,,y,consum-THEATER BOX EDLP 5Z,Quantity,2,Set Retail,3.33,y
1163255,GC6 TOMBSTONE 2F8 0819,TOMBSTON 5.99 2F8,10,n,2019-08-01,2019-09-02,y,consum- TOMBSTONE 5.99,Quantity,2,Set Retail,8,y
1163862,GC6 TRIDENT VIBES 2F6 0919,SELECT ITEMS 2 FOR $6,10,n,2019-09-03,2019-09-30,y,consum- TRIDENT VIBES,Quantity,2,Set Retail,6,y
1163230,GC6 TROLLI SOUR 8Z 2F4 0819,TROLLI SOUR BRITE 8Z 2F4,10,n,2019-08-01,2019-09-02,y,consum-TROLLISOUR8Z2F40819,Quantity,2,Set Retail,4,y
1163864,GC6 WONDERFUL PIST 2F6 0919,SELECT WONDERFUL 2F6,10,n,2019-09-03,2019-09-30,y,consum-WONDERFUL PIST 0919,Quantity,2,Set Retail,6,y
1163870,GC6-OLD DUTCH 2F6 0919,GC6-OLD DUTCH 2F6 0919,10,n,2019-09-03,2019-09-30,y,OLD DUTCH 0919 PROMO,Quantity,2,Set Retail,6,y
1163624-V1,GC-Vanilla Visa Reload Fee,Vanilla Visa Reload Fee,0,n,2019-08-01,2019-08-31,y,GC Vanilla Visa Reload,Quantity,1,Price Discount,3.95,y
1163665,GN6 AMSTERDAM RECORDER $0.50,AMSTERDAM RECORDER $0.50 OFF,0,n,2019-08-01,2019-08-01,y,AMSTERDAM RECORDER,Quantity,1,Price Discount,0.5,y
1163928,GN6- F_4783 BULKPROP 8.88 LOY,BULK PROPANE 20LB LOY $8.88,10,y,2019-08-20,,y,nonconsum- BULK PROPANE 20LB,Quantity,1,Set Retail,8.88,y
1163518,GN6 MIDWEST/NC MULCH 5F10 ,MULCH 5/10,10,n,2019-08-01,2019-09-02,y,nonconsum - MULCH 1CF,Quantity,5,Set Retail,10,y
1164203,GN6 NE MULCH 1.5C 5F$10 0919,SELECT MULCH 5$10,5,n,2019-09-03,2019-09-30,y,nonconsum- MULCH 1.5CF,Quantity,5,Set Retail,10,y
1163599,GN6 PUGS SUNGLASSES 2F20,PUGS SUNGLASSES 2F20,50,n,2019-07-30,,y,nonconsum-PUGS SUNGLASSES 2F20,Quantity,2,Set Retail,20,y
1163829,GN6 STORE 2275 MULCH 10/10,SELECT MULCH 10/10,10,n,2019-08-09,2019-08-09,y,nonconsum - MULCH 1CF,Quantity,10,Set Retail,10,y
1163512,GN6-F_MORTON BLUE 2F15.98,F_MORTON BLUE 2F15.98,10,n,2019-07-24,,y,GN6-MORTON PELLETS BLUE BAG 40LBS,Quantity,2,Set Retail,15.98,y
1163513,GN6-F_MORTON YLLW 2F14.98,F_MORTON YLLW 2F14.98,10,n,2019-07-24,,y,GN6-MORTON PELLETS YELLOW BAG 40LBS,Quantity,2,Set Retail,14.98,y
1163222,HD-Chicagoland Fuel Rollback,Chicagoland Fuel Rollback,0,n,2019-08-01,2019-10-31,y,Fuel Roll Back Carwash,Quantity,1,Price Rollback,0.2,y
1163592,M753- MFN BREAKFAST 2F$6 TEST,MFN BREAKFAST 2F$6 ,205,n,2019-08-01,,y,fdmfn- MFN BREAKFAST SAND TEST,Quantity,2,Set Retail,6,y
